labels,clean_text_g
2,101434682585913978258871803613978 180361463916803139781397811275 107722412110143146391680313173107727707617516803 146391680362874101353146391014316803 62874102103913978488658591463916803 1317316803161011680361757410180361680314639 6281353180361803674101463913978 258877410741013173 1014374101317316803 1317316803628101431463910772770716803 1317316803139785859107726175 258871803613978 585910772 258877410 468216803617518036 1353 7707135310772617513173 58591803618036628 21039146395859101431397810772741024121 13978107721482116803 4682139781397818036628 101437410 77077410112751014317492174926287707139782220 
0,101434682585913978258871803613978 21039585914639 13173168031680318036 4682139781397818036 101437410 1463910772 14821585926635859 
0,135362816803 101434682585913978258871803613978 488614639107721397816803 16803617574102412114821135362824848 6281680362858591482116803 6281397814639168031680313978 210395859241212103910772101431397810772741024121 4682139781397818036628 101437410 180362412117492 241217707741018036107726175 
2,101434682585913978258871803613978 7410180361680324121585910772 241211680348861680362813978 1397814639168032412113173 101437410241211610116803146396285859139781077274102412158596175 585910772 585918036180366175107721014358591397810772741024121 2412113978468216803 62846827410488610143585962816803 628168031680314821 1077214821180361463916803628628107721610116803 2412110772 488658591077213978 139781463911275 241214682139781397818036628 101437410 7707 168032588725887222077077410 
1,180366175585911275 101434682585913978258871803613978 4886741058594682 24121 241211014310143 139785859107726175488610772241211317310143628628 4682139781397818036 101437410 7707 1803646821353 14639 
0,48867410741018036628 25887107721610116803 585910772 168032105610772628139781680324121139781077258596175 10143146391077262810772628 101434682585913978258871803613978 585910772 4682139781397818036 101437410 266314821107722663222016803139781353770711275 
0,24121168034886 101434682585913978258871803613978 7410180361680324121585910772 1317314639741018036 13978741013173585911275 1014358592412113978 25887107721610116803 741018036107722412110772741024121 585962824848 58592412111275139784682107722412125887 18036741061751077213978107721014358596175 258871680313978 14639168036281803674102412162816803 628585911275 1014358592412113978 58592412162848861680314639 46827410488616803161011680314639 18036468214639585962816803 26631353168036281397810772741024121 101437410148211482158592412113173 488614639107721397816803 628468274101463913978 6281397874101463911275 585910772 585962824848 26631353168036281397810772741024121 14639 4682139781397818036 101437410 2663248481463916803210394682101434682617521039 
2,135362816803 7410180361680324121585910772 24121168034886 585910772 62811275628139781680314821 101434682585913978258871803613978 74101803613978107721482110772222016803 131731077258596175741025887135316803 258871680324121168031463958591397816803 2103910772617514821 13978146391680358591397814821168032412113978 7707585962816803 258871463916803585913978 25887585913978628770711275 21039 6281014374101397813978 21039107721397822202588716803146395859617513173 6281680313978 24121168034886 1127574101463924848 6287410101431077258596175 14821168031317310772135314821 16803146395859 24121 241214682168031463916803 585910772 25887168032412116803146395859139781680313173 2103910772617514821 13978146391680358591397814821168032412113978 
0,146391680314821168031482177071680314639 2412158591482116803 101434682585913978258871803613978 258877410 468216803585914639 6175741013978 13978107721482116803 4682139781397818036628 101437410 4886 16101 168032105618036 1610124121 
1,1014313531397816803 6175107721397813978617516803 1803674101680314821 7410180361680324121 2663135358591463924848 101434682585913978258871803613978 1463916803617516803585962816803 13978741013173585911275 18036741014821168031463958592412110772585924121 4682139781397818036 101437410 6281127526631482110143488626632220 
1,741024848 14639135324121 6175107721397813978617516803 139781680362813978 7410180361680324121585910772 24121168034886 101434682585913978258871803613978 
2,112751680358594682 1014374102412121039107721463914821 7410180361680324121585910772 101434682585913978258871803613978 26631353107721397816803 258877410741013173 1680324121135314821168031463958591397816803 168032105618036617558592412158591397810772741024121 6281353148211482158591463910772222016803 1680324121135314821168031463958591397810772741024121 4682139781397818036 101437410 131732588726631353139781014358592220 
1,13173107726281397858592412113978 2103913531397813531463916803 4682168036175180362103913536175 5859628628107726281397858592412113978 585916101585910772617558597707617516803 58592412162848861680314639 26631353168036281397810772741024121 13978585962824848 25887107721610116803 58591317316101107721014316803 1680316101168032412113978135358596175617511275 1317310772628101437410161011680314639 24121168034886 248482412174104886617516803131732588716803 101434682585913978258871803613978 4682139781397818036 101437410 62877075859585962824848 2484811275 
1,488614639107721397816803 1803674101680314821 6175107721397813978617516803 10143468210772617513173 617574102412125887 5859131731353617513978 62813531463921039 6287410101431077258596175 14821168031317310772135314821 18036468274102412116803 101434682585913978258871803613978 18036741014821168031463958592412110772585924121 4682139781397818036 101437410 168032412158596175266314639168031397821039 
2,24121168034886 101434682585913978258871803613978 7410180361680324121585910772 13978468258592412124848628 2588713531127518036 585962813978741024121107726284682 10772241211397816803146391680362813978 1077261756175135314821107722412158591397816803 1014374102412116101168031463962858591397810772741024121 5859617513978468274101353258874682 6175107721482110772139781680313173 62813978146391353101431397813531463958596175 107722412158597707107726175107721397811275 5859101431014316803628628 4886168037707 146391680358596175 13978107721482116803 148211353101434682 48861680361756175 58592412111275139784682107722412125887 2588713978 139781463911275 24121 2412161757410741024848107722412125887 21039741014639488658591463913173 258871803613978 
2,488674104886 101434682585913978258871803613978 7410180361680324121585910772 58591014313978135358596175617511275 1353241211317316803146396281397858592412113173628 48865859628148211680314639 14639135362813978 58591803610772 24121 2412113978468216803 1014374101317316803 628135325887258871680362813978 5859617514821741062813978 2103913532412110143139781077274102412158596175 4682139781397818036 101437410 168035859241212105613531803621056210561680321056 
0,617558591397816803 1680316101168031463911275139784682107722412125887 13978741013173585911275 107721610116803 139785859617524848 101434682585913978258871803613978 4682139781397818036 101437410 14639585917492210391353 11275135313978628 
0,741024848585911275 107722412162858592412116803 101434682585913978258871803613978 1803611275139784682741024121 1014374105859101434682 4682139781397818036 101437410 10143 4682107721077274101077224848 24848 
0,585962824848 101434682585913978258871803613978 26631353168036281397810772741024121 585962824848 74102412116803 1353241211317316803146392588714639585913173 10143 585913173148211077262862810772741024121 10772241211397816803146391610110772168034886 4682139781397818036628 101437410 241216175 2663266321039135362874105859 
0,1803616803741018036617516803 210391463916803585924848 101434682585913978258871803613978 1077214821 62813531463916803 1317358591610110772241211014310772 628107721482118036617516803 18036146397410148211803613978 6281680313978 1014374102412113978168032105613978 101434682585913978 10772241211397816803146392103958591014316803 
0,101434682585913978258871803613978 7410180361680324121585910772 4682139781397818036628 101437410 1317324121131731482121039 1680374102588716803 
0,101434682585913978258871803613978 7410180361680324121585910772 1463916803617516803585962816803 13978741013173585911275 146391680358596175617511275 62874101482116803139784682107722412125887 16803617562816803 628468258591463918036617514821 168032412125887617510772628468274101680314639 585924121168031397816101 10143468258591463961751680362824848241211077225887468213978 1077224121210391463958591482116803139784682741013173 4682139781397818036 101437410 25887 135316803 4682 24121770711275 
